"Customer","Cust Name","Addr 1","Addr 2","City","State","Postal","Country","Cust Tel","Cust Fax","Cust Type","Priority","Cust Vendor No","Ship Via","Ups Act No","Bol Type","Terms","Disc","Line Disc","Pr Cd","Rep1","Comm1","Rep2","Comm2","Rep3","Comm3","Territory","Master Cust","Cust Alias","Controller","Cust Ref1","Cust Ref2","Factor","Factor Cust No","Factor Appr No","Ship Type","Back Order","Fed Tax Id","Tax Exempt","Currency","Def Wh","Price List Id","Order Type","Order Hold","Div","Restrict Order Div","Restrict Style Div","Active","Entered By","Entry Date","Modified By","Modify Date","Terms Description","Credit Line","Cust Ref3","Cust Ref4","Cust Ref5","Sh Rule"
"ANNIESEZ","ANNIE SEZ","12 VREELAND AVENUE","","TOTOWA","NJ","07512","USA","973-890-0021","","D","C","","","","001","C3","","","LP","HWA","","","","","","","ANNIESEZ","","","","","001","1661348","","REGULAR","N","","Y","","","","","","","N","N","N","VIVIANA","25-SEP-09","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"ANSAR","ANSAR GROUP","2505 EL CAMINO REAL","","TUSTIN","CA","92782","","00974-44432712","97444427670","","C","","","","","","","","LP","","","","","","","","ANSAR","","","SUSAN","","","","","REGULAR","N","","N","","","","","","","N","N","N","AP","20-JAN-14","SAMMYH","02-NOV-18","","","","","",""
"ANTHONYS","ANTHONYS MARCHAL CXA","AVE ROMULO BEHANCOURT #1318","","SANTO DOMINGO","DO","","","809-534-3232","","","C","","","","","","","","LP","","","","","","","","ANTHONYS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","SUSANA","22-OCT-13","SAMMYH","02-NOV-18","","","","","",""
"ANTHRO","ANTHROPOLOGIE","5000 SOUTH BROAD STREET","","PHILADELPHIA","PA","191121495","USA","999 999-9999","","D","C","","ROUTING","","","6C","","","LP","","","","","","","","ANTHRO","","","","","001","","","COMPLETE","C","","N","","","","","","","N","N","Y","ALLIE","24-NOV-21","RAFAELM","12-JUN-26","CIT NET 60","","","","",""
"ANTHROEU","ANTHROPOLOGIE EU","146 BRICK LANE","","LONDON","XX","E16RU","UNITED KINGDOM","999 999-9999","","","C","","FOB","","","","","","LP","BCL","","","","","","","ANTHROEU","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","ALLIE","24-JAN-22","RAFAELM","31-MAR-26","","","","","",""
"ANTONIO","ANTONIO CHAHIN M.","AVE. ISABEL AGUIAR #101","","SANTO DOMINGO","DO","33025","DOMINICAN REPUBLIC","809-534-3232","","D","C","","","","","60","","","LP","FBR","","","","","","","ANTONIO","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","24-AUG-22","EDIOPERATOR","26-DEC-24","NET 60","","","","",""
"AOO","AGAINST ALL ODDS","222 BRIDGE PLAZA SOUTH","","FORT LEE","NJ","07024","","(201) 242-5900","","","C","","FEDGROUND","","","30","","","LP","TER","","","","","","","AOO","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","ADMIN","24-OCT-18","NISSIM","14-NOV-24","NET 30","","","","",""
"APOLLO","APOLLO FASHION","11861 BISSONNET @ KIRKWOOD","","HOUSTON","TX","77099","USA","281-561-6649","","","C","","","","001","C3","","","LP","A.M","","","","","","","APOLLO","","","","","001","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","03-MAR-08","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"APPAREL","APPAREL FZCO","JEBEL ALI FREE ZONE","","DUBAI","XX","XXXXXXXXXX","UNITED ARAB EMIRATES","999 999-9999","","D","C","","FEDGROUND","","","30","","","LP","","","","","","","","APPAREL","","","0","0","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ADMIN","13-MAR-17","RAFAELM","31-MAR-26","NET 30","","","","",""
"AR","ARDENE","","","","","","","999 999-9999","","","C","","","","","","","","LP","","","","","","","","AR","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","PRODUCTION","01-DEC-14","RAFAELM","31-MAR-26","","","","","",""
"ARDENE","ARDENE","2575 BOUL. PITFIELD","","MONTREAL","QC","H4S1W8","CANADA","514-383-4442","514-382-5754","","C","","","","","30","","","LP","JDR","","","","","","","ARDENE","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","SHIPPING","15-DEC-14","EDIOPERATOR","26-DEC-24","NET 30","","","","",""
"ARMYAIRFO","ARMY/AIRFORCE EXCH SVC","ATTN:FA-A","PO BOX 660261","DALLAS","TX","75266","USA","999 999-9999","","","C","","","","001","C3","","","LP","A.M","","","","","","","ARMYAIRFO","","","","","001","","","COMPLETE","C","","N","","","","","","","N","N","Y","TASHA","03-MAR-08","RAFAELM","31-MAR-26","CIT NET 30","","","","",""
"ARMYAIRFOR","ARMY AIRFORCE EXCHANGE","3911 S. WALTON WALKER BLVD","","DALLAS","TX","752361598","","214-312-3612","","","C","","","","001","C3","","","LP","A.M","","","","","","","ARMYAIRFOR","","","","","001","","","COMPLETE","C","","N","","PF","","","","","N","N","Y","TASHA","03-MAR-08","EDIOPERATOR","26-DEC-24","CIT NET 30","","","","",""
"ARMYNAVY","ARMY & NAVY","74 WEST CORDOVA STREET","","VANCOUVER","BC","V6B 1C9","CANADA","604-683-9660","604-683-5985","","C","","","","","60","","","LP","VCT","","","","","","","ARMYNAVY","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","MELINA","25-MAR-19","EDIOPERATOR","26-DEC-24","NET 60","","","","",""
"ASCOOPER","A.S. COOPER & SONS LIMITED","P.O. BOX HM 1071","","HAMILTON  HM EX,  BERMUDA","","","","999 999-9999","","","C","","","","","","","","LP","","","","","","","","ASCOOPER","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","AP","23-JAN-14","RAFAELM","31-MAR-26","","","","","",""
"ASESORES","ASESORES PROFESIONALES INVESTIMENTOS","LAS PALMAS #94 COL.INDUSTRIAL LAS PALMAS","66368 SANTA CATARINA (RFC: API1210151I3)","NUEVO LEON","XX","66368","MEXICO","52-81-8123-3550","","D","C","","","","","60","","","LP","FBR","","","","","","","ASESORES","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","SAMMYH","12-FEB-20","EDIOPERATOR","26-DEC-24","NET 60","200000","","","",""
"ASHLEY","ASHLEY STEWART, INC","150 MEADOWLANDS PARKWAY, SUITE 403","","SECAUCUS","NJ","07094","USA","201-713-3130","","","C","","ROUTING","","","C8","","","LP","","","","","","","","ASHLEY","","","","","001","","","COMPLETE","C","","N","","","","","","","N","N","Y","MELINA","18-MAR-20","SALES","06-APR-26","CIT NET 10 EOM + 30","","","","",""
"ASHLEYSB","ASHLEY'S CHILDREN BOUTIQUE","130 E COMMERCE ST","","ABERDEEN","MS","39730","USA","662-369-1668","","","C","","","","","CC","","","LP","","","","","","","","ASHLEYSB","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","31-AUG-20","EDIOPERATOR","26-DEC-24","CREDIT CARD","","","","",""
"ASHLEYSTEW","ASHLEY STEWART LTD","URBAN BRANDS INC C/O MERCHANDISE PAYABLE","P.O BOX 2518","SECAUCUS","NJ","070962518","","201-319-9093","201-319-1392","","C","","","","001","C3","","","LP","SUS","","","","","","","ASHLEYSTEW","","","","","001","2637223","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","07-MAR-08","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"ASHRO","ASHRO INC","999","OAKMOUNT PLAZA DRIVE","WESTMONT","IL","60559","USA","999 999-9999","","","C","","","","","","","","LP","","","","","","","","ASHRO","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","ADMIN","17-AUG-11","RAFAELM","31-MAR-26","","","","","",""
"ASSOCIATED","ASSOCIATED FOOD INC","1850 WEST 2530 NORTH","","ODGEN","UT","84404","USA","999 999-9999","","","C","","","","001","C3","","","LP","003","","","","","","","ASSOCIATED","","","","","001","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","03-MAR-08","RAFAELM","31-MAR-26","CIT NET 30","","","","",""
"ATLANTA","ATLANTA JEWELRY SUPPLY","250 SPRING STREET SUITE#65369","","ATLANTA","GA","30303","USA","404-524-2532","404-524-2533","","C","","","","001","","","","LP","A.M","","","","","","","ATLANTA","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","YVONNE","19-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"ATLANTGOLD","ATLANTIC GOLD AND DIAMONDS","70 NE LOOP 410 SUITE 920","","SAN ANTONIO","TX","77036","USA","999 999-9999","","","C","","","","001","","","","LP","A.M","","","","","","","ATLANTGOLD","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","RAFAELM","31-MAR-26","","","","","",""
"ATMOSPHERE","ATMOSPHERE DISCOUNT SHOE CORP.","C/O  $5 SHOE WAREHOUSE STORE","53 QUENTIN RD","BROOKLYN","NY","11223","","718-339-5753","718-998-7909","","C","","","","","","","","LP","","","","","","","","ATMOSPHERE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","AP","22-MAY-14","SAMMYH","02-NOV-18","","","","","",""
"AURAACCESS","AURA ACCESSORIES","309 EAST 11TH STREET","","LOS ANGELES","CA","90015","USA","213-744-0813","","","C","","","","001","","","","LP","A.M","","","","","","","AURAACCESS","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"AUTOMAT","AUTOMATIIQ INC.","6860-B SYCAMORE CANYON BLVD","","RIVERSIDE","CA","2506","","999 999-9999","","","C","","","","","","","","LP","","","","","","","","AUTOMAT","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","ADMIN","12-AUG-14","RAFAELM","31-MAR-26","","","","","",""
"AVANTE","AVANTE FREADY","901 SHARPSTOWN MALL","","HOUSTON","TX","77036","","713-771-6988","713-771-4966","","C","","","","","","","","LP","","","","","","","","AVANTE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"AVENUE","AVENUE STORES, LLC","365 WEST PASSAIC STREET","#230","ROCHELLE PARK","NJ","07662","USA","201-845-0880","","C","C","","TRICAP","","","C8","","","LP","SUS","","","","","","","AVENUE","","","","","001","","","COMPLETE","C","","Y","","","","","","","N","N","Y","NADIAR","01-JUN-12","EDIOPERATOR","26-DEC-24","CIT NET 10 EOM + 30","","","","",""
"AVENUEIMPO","4TH AVENUE IMPORTS","185 DORVAL QUEBEC","SUITE 200","QUEBEC","QC","H9S5J9","CANADA","416-806-3850","","D","C","","","","","C6","","","LP","","","","","","","","AVENUEIMPO","","","","","001","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","04-MAY-26","ISAAC","04-JUN-26","CIT NET 60","","","","",""
"AVISAPPARE","AVIS APPAREL","2656 OLD GRACE ROAD","","DALTON","GA","30721","USA","999 999-9999","","","C","","FEDEXGROUN","","","CC","","","LP","DAW","","","","","","","AVISAPPARE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","ADMIN","25-FEB-13","RAFAELM","31-MAR-26","CREDIT CARD","","","","",""
"AVTOYS","A&V TOYS DBA NASHVILLE TOYS & BOOKS","2002 RICHARD JONES RD.","","NASHVILLE","TN","37215","USA","615-800-7754","","","C","","","","","CC","","","LP","","","","","","","","AVTOYS","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","21-SEP-20","EDIOPERATOR","26-DEC-24","CREDIT CARD","","","","",""
"AX","VISTATECH ENTERPRISES LTD.","935 BROADWAY","4TH FLOOR","NEW YORK","NY","10010","","212-254-9851 EXT 123","","","C","","","","","90","","","LP","A.M","","","","","","","AX","","","","","","","","REGULAR","N","","Y","","","","","","","N","N","N","KAVITA","16-DEC-09","SAMMYH","02-NOV-18","NET 90","","","","",""
"AXNY","NEW","135 CEDAR ROAD","","WILTON","CT","06897","","999 999-9999","","","C","","","","","","","","LP","","","","","","","","AXNY","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SAMANTHA","16-OCT-20","RAFAELM","31-MAR-26","","","","","",""
"AXNYFBA","AXNY GROUP FBA","PO BOX 80387","","SEATTLE","WA","98108","USA","999 999-9999","","E","C","","","","","30","","","LP","","","","","","","","AXNYFBA","","","ECOM","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","RACHEL","16-JUN-25","ISAAC","04-JUN-26","NET 30","","","","",""
"AXNYGROUP","AXNY GROUP FBM","PO BOX 80387","","SEATTLE","WA","98108","USA","999 999-9999","","E","C","","","","","30","","","LP","","","","","","","","AXNYGROUP","","","ECOM","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","RACHEL","11-JUN-25","ISAAC","04-JUN-26","NET 30","","","","",""
"AXNYP","AMERICAN EXCHANGE PANAMA","PUNTA PACIFICA, TORRE METROBANK","OFICINA 7C","PANAMA","PA","32401","PANAMA","999 999-9999","","","C","","","","","","","","LP","","","","","","","","AXNYP","","","","","","","","COMPLETE","C","","N","","","","","","","N","N","Y","SALES","07-OCT-22","RAFAELM","31-MAR-26","","","","","",""
"AZURA","AZURA","139 REHOBOTH AVENUE","","REHOBOTH BEACH","DE","19971","USA","302-226-9650","","","C","","","","001","","","","LP","A.M","","","","","","","AZURA","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"AZZIZ","AZZIZ","420 MONTANA STREET","","EL PASO","TX","79902","USA","915-544-5263","","","C","","","","001","","","","LP","A.M","","","","","","","AZZIZ","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BAAZAR","BAAZAR","84-02 SHOPPING CENTER","SUITE # 12A","QUEENS","NY","11372","USA","917-406-9674","","","C","","FEDEXGROUN","","","","","","LP","","","","","","","","BAAZAR","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","OLGA","08-NOV-11","SAMMYH","02-NOV-18","","","","","",""
"BABABOOM","BABABOOM","1124 ASHFORD AVENUE","","SAN JUAN","XX","00907","PUERTO RICO","787-525-4917","","","C","","","","001","","","","LP","A.M","","","","","","","BABABOOM","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BACKDOOR","BACK DOOR","10935 W SUNFLOWER PLACE","","AVON DALE","AZ","85323","USA","623-772-8215","","","C","","","","001","","","","LP","A.M","","","","","","","BACKDOOR","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BAERTIMESH","BAERS TIME SHOP","2917 N VERMILION","","DANVILLE","IL","61832","USA","502-648-9457","317-776-3036","","C","","","","001","","","","LP","A.M","","","","","","","BAERTIMESH","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BAGBEYOND","BAG BEYOND","8144 WEST 26TH AVENUE","","HIALEAH","FL","33016","USA","305-827-3242","","","C","","","","001","","","","LP","A.M","","","","","","","BAGBEYOND","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BAHAMASWHO","BAHAMAS WHOLESALE AGENCIES LTD","PO BOX SS 6280","EAST WEST HIGHWAY","NASSAU","XX","XXXXX","BAHAMAS","024-239-4175","","","C","","","","001","","","","LP","A.M","","","","","","","BAHAMASWHO","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BANNERBAYW","BANNER BAYWOOD MEDICAL CENTER","6644 EAST BAYWOOD AVENUE","","MESA","AZ","85206","USA","480-981-4603","408-981-4358","","C","","","","001","","","","LP","A.M","","","","","","","BANNERBAYW","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BANNERDESE","BANNER DESERT MEDICAL CENTER","1400 S. DOBSON ROAD","","MESA","AZ","85202","USA","480-513-3262","","","C","","","","001","","","","LP","A.M","","","","","","","BANNERDESE","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BARANICON","BARANI CONCEPTS","5400 SUGARLOAF PKWY","","LAWRENCEVILLE","GA","30043","USA","678-847-5300","","","C","","","","001","","","","LP","A.M","","","","","","","BARANICON","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BARATO","BARATO","1220 BROADWAY","","NEW YORK","NY","10001","USA","212-563-4646","212-563-0441","","C","","","","001","","","","LP","A.M","","","","","","","BARATO","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BAREFEETSH","BAREFEET SHOES PA","1000 EASTON ROAD","SUITE 108","WYNCOATE","PA","19095","USA","609-449-1559","609-449-1566","","C","","","","001","C3","","","LP","003","","","","","","","BAREFEETSH","","","","","001","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","03-MAR-08","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"BAREFTSHGA","BAREFEET SHOES OF GA","5244 MEMORIAL DRIVE","SUITE A","STONE MOUNTAIN","GA","30083","USA","404-296-0210","404-296-0217","","C","","","","001","C3","","","LP","003","","","","","","","BAREFTSHGA","","","","","001","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","03-MAR-08","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"BAREFTVA","BAREFEET SHOES OF VA","RIVERDALE SHOPPING CENTER","1080 WEST MERCURY BLVD","HAMPTON","VA","23666","USA","757-262-0770","","","C","","","","001","C3","","","LP","003","","","","","","","BAREFTVA","","","","","001","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","03-MAR-08","SAMMYH","02-NOV-18","CIT NET 30","","","","",""
"BARFIELDBO","BARFIELD BOUTIQUE","1907E 21ST STREET","","WICHITA","KS","67214","USA","316-269-4560","","","C","","","","001","","","","LP","A.M","","","","","","","BARFIELDBO","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BARGAINANN","BARGAIN ANNEX","PO BOX 1265","","PASCAGOULA","MS","39568","USA","228-769-2633","228-762-3071","","C","","","","001","","","","LP","A.M","","","","","","","BARGAINANN","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BARGAINHUN","ESSEX TECH GROUP DBA BARGAIN HUNT","3815 LOGISTICS WAY","","ANTIOCH","TN","37013","USA","615-846-3938","","D","C","","TRUCK","","","6C","","","LP","","","","","","","","BARGAINHUN","","","0","0","001","","","COMPLETE","C","","N","","","","","","","N","N","N","MEIR","18-FEB-21","EDIOPERATOR","19-MAR-25","CIT NET 60","55000","","","",""
"BARUCHICO","BARUCHI & CO","4990 W. IRLO BRONSON HIGHWAY 192","","KISSIMMEE","FL","34746","USA","407-390-7476","407-390-1204","","C","","","","001","","","","LP","A.M","","","","","","","BARUCHICO","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BASEMENT10","BASEMENT THE $10 STORE","1200 S HOPE STREET","","LOS ANGELES","CA","90015","USA","213-748-4890","213-748-8807","","C","","","","001","","","","LP","A.M","","","","","","","BASEMENT10","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BASHA","BASHA","PASEO DE DEIGO#80","","PIEDROS","XX","00925","PUERTO RICO","787-243-6795","","","C","","","","001","","","","LP","A.M","","","","","","","BASHA","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","21-MAR-08","SAMMYH","02-NOV-18","","","","","",""
"BAYAREAWHO","BAY AREA WHOLESALE","2040 WILLIAMS STREET","","SAN LEANDRO","CA","94577","USA","510-719-0510","","","C","","","","001","CC","","","LP","MKR","","","","","","","BAYAREAWHO","","","","","","","","REGULAR","N","","N","","","","","","","N","N","N","TASHA","20-MAR-08","SAMMYH","02-NOV-18","CREDIT CARD","","","","",""
"BAYBUSINES","BAY BUSINESS RESOURCES INC.","1615 ROAYL CROWN CT.","","GREEN BAY","WI","54313","USA","999 999-9999","","","C","","","","","C3","","","LP","","","","","","","","BAYBUSINES","","","","","001","","","COMPLETE","C","","N","","","","","","","N","N","Y","SAMMYH","07-JUL-20","RAFAELM","31-MAR-26","CIT NET 30","","","","",""
"BAZAAR","BAZAARVOICE","10901 STONELAKE BLVD","","AUSTIN","TX","78759","USA","999 999-9999","","","C","","","","","30","","","LP","ECM","","","","","","","BAZAAR","","","","","","","","COMPLETE","C","","Y","","","","","","","N","N","Y","ROBERT","03-SEP-19","RAFAELM","31-MAR-26","NET 30","","","","",""
