customer,name,name_norm,terms,terms_description,ship_via,def_wh,div,active,addr1,city,state,postal
MARKA,"MARKA VIP GENERAL TRADING, LLC",MARKAVIPGENERALTRADINGLLC,,,,,,N,DUBAI INVESTMENT PARK LLC,"DUBAI, UAE",,
MARKANTHON,MARK ANTHONY DISCOUNT,MARKANTHONYDISCOUNT,CO,C.O.D.,,,,N,401 EUCLID AVE.,CLEAVELAND,OH,44114
MARKENGLAN,MARK ENGLAND DE MODE FASHION RETAILER,MARKENGLANDDEMODEFASHIONRETAILER,CO,C.O.D.,,,,N,1253 WOODWARD AVENUE,DETROIT,MI,48226
MARKGOLD,GW RUBLIN CO. INC.,GWRUBLINCOINC,30,NET 30,,,,N,134 WEST 25TH STREET,NEW YORK,NY,10001
MARKWURBL,MARK WRUBLINS,MARKWRUBLINS,30,NET 30,,,,N,134 W 25TH ST,NEW YORK,NY,10001
MARQUIZE,MARQUIZE FINE JEWELRY,MARQUIZEFINEJEWELRY,30,NET 30,,,,N,366 5TH AVENUE,NEW YORK,NY,10001
MARROIT,MARROIT GIFT SHOP,MARROITGIFTSHOP,30,NET 30,,,,N,10220 REGENCY CIRCLE,OMAHA,NB,68114
MARSHAECOM,MARSHALLS ECOM,MARSHALLSECOM,6C,CIT NET 60,ROUTING,,,Y,PO BOX 9126,FRAMINGHAM,MA,01701
MARSHALL,MARSALL RETAIL GROUP,MARSALLRETAILGROUP,C3,CIT NET 30,,,,N,5385 WYNN RD.,LAS VEGAS,NV,89118
MARSHALLS,MARSHALLS,MARSHALLS,X6,CIT ROG NET 60,FEDEXFREIG,,,Y,PO BOX 9126,FRAMINGHAM,MA,01701
MARYARNOLD,MARY ARNOLD TOYS INC.,MARYARNOLDTOYSINC,CC,CREDIT CARD,FEDGROUND,,,Y,1178 LEXINGTON AVE,NEW YORK,NY,10028
MARZOOQ,MARZOOQ AL SHAMLAN AND SONS,MARZOOQALSHAMLANANDSONS,WR,WIRE,FEDGROUND,,,Y,"PB 116, BUILDING NO:123 STREET NO:250",DOHA,XX,XXXXXX
MASON,MASON COMPANIES,MASONCOMPANIES,C3,CIT NET 30,FEDGROUND,,,Y,1251 1ST AVENUE,CHIPPEWA FALLS,WI,54729
MASTER,MASTER STYLES FOR DA,MASTERSTYLESFORDA,,,,,,Y,1400 BROADWAY,NEA YORK,NY,11229
MATCH,MATCH EYEWEAR,MATCHEYEWEAR,,,,,,N,1600 SHAMES DRIVE,WESTBURY,NY,11590
MATISSE,MATISSE GROUP CI,MATISSEGROUPCI,CB,C.B.D,,,,N,SA CARRERA 25N 22C-34,BOGOTA,XX,XXXXX
MATTCHAR,MATTHEW CHARLTON,MATTHEWCHARLTON,CC,CREDIT CARD,,,,Y,5609 GREEN REA RD,CHARLOTTE,NC,28226
MAVINC,MAVERICK 928 INC,MAVERICK928INC,CC,CREDIT CARD,,,,Y,1212 GOLF RD,WAUKEGAN,IL,60087
MAWATCHES,M A WATCHES,MAWATCHES,30,NET 30,,,,N,1234 BROADWAY BETWEEN,NEWYORK,NY,10001
MAXGREENS,MAX GREEN'S,MAXGREENS,C3,CIT NET 30,,,,N,834 NORTHLAND CENTER 21500,SOUTHFIELD,MI,48075
MAXWARE,MAXWARE APPAREL INC.,MAXWAREAPPARELINC,CO,C.O.D.,,,,N,1151 SOUTH BEVERLY DRIVE,LOS ANGELES,CA,90035
MAYTES,MAYTES BOTIQUE,MAYTESBOTIQUE,30,NET 30,,,,N,CARIBE HILTON HOTEL,SAN JUAN,PR,00901
MAZON,MAZON STORES,MAZONSTORES,CO,C.O.D.,,,,N,838 NOSTRAND AVE.,BROOKLYN,NY,11225
MAZONDISCO,MAZON DISCOUNT,MAZONDISCOUNT,C3,CIT NET 30,,,,N,,BROOKLYN,NY,11216
MBEJEWELED,M BE JEWELED,MBEJEWELED,CC,CREDIT CARD,,,,N,1111 BASS BLVD.,DUNEDIN,FL,34698
MCGEE,THE MCGEE GROUP,THEMCGEEGROUP,30,NET 30,,,,Y,510 COMMERCE PARK DR SE,MARIETTA,GA,30060
MCHUNU,MCHUNU COLLECTION,MCHUNUCOLLECTION,CO,C.O.D.,,,,N,801-E SHOPPERS WAY,LARGO,MD,20774
MCLEAN,MC LEAN DESIGNS,MCLEANDESIGNS,CC,CREDIT CARD,,,,N,55 BAYCREST COURT,NEWPORT BEACH,CA,92660
MCSEMIJOIA,MC SEMI JOIAS,MCSEMIJOIAS,CC,CREDIT CARD,,,,N,"CLSW 302 BI.""C"" SALA 149",BRASILIA,XX,70673
MCX,MARINE CORPS EXCHANGE,MARINECORPSEXCHANGE,X9,CIT NET 30 DAYS,ROUTING,,,Y,SHARED SERVICES CENTER,QUANTICO,VA,22134
MDW,MDW GROUP INC.,MDWGROUPINC,WR,WIRE,,,,Y,1111 N 46TH AVENUE,HOLLYWOOD,FL,33021
MECCAFASHI,MECCA FASHION,MECCAFASHION,30,NET 30,,,,N,1604-8 W. CHICAGO,CHICAGO,IL,60622
MEDICINE,MEDICINE PLAZA PHARMACY,MEDICINEPLAZAPHARMACY,CA,CASH,,,,N,1312 KINGS HIGHWAY,BROOKLYN,NY,11229
MEIJER,MEIJER,MEIJER,9C,CIT 2% 30 NET 90,SCHENIDER,,,Y,P.O BOX  X,GRAND RAPIDS,MI,49501
MEIJERNE,MEIJER,MEIJER,30,NET 30,FEDEXGROUN,,,N,P.O BOX  X,GRAND RAPIDS,MI,49501
MEIMEIUSA,MEI MEI USA ILL,MEIMEIUSAILL,CC,CREDIT CARD,,,,N,19323 SW 39TH STREET,MIRAMAR,FL,33029
MEISON,MEISON JONES DTC LLC,MEISONJONESDTCLLC,6C,CIT NET 60,,,,Y,2551 SW GRAPEVINE PARKWAY,GRAPEVINE,TX,76051
MELOUCORP,ME LOU CORP. MIAMI MERCHANDISE MART,MELOUCORPMIAMIMERCHANDISEMART,30,NET 30,,,,N,777 NW 72ND AVENUE SUITE 3H2-2J2,MIAMI,FL,33029
MENSFASHIO,VESTIMAGEN SA DE CV,VESTIMAGENSADECV,C6,CIT NET 60,FOB,,,Y,"AV 1 DE MAYO #120, PISO 11",NAUCALPAN,MX,53500
MENSWHOUSE,MENS WAREHOUSE,MENSWAREHOUSE,C6,CIT NET 60,FEDGROUND,,,Y,6100 STEVENSON BLVD,FREMONT,CA,94538
MERCATALYS,"MERCATALYST, INC",MERCATALYSTINC,3A,CIT NET 30 DAYS,,,,Y,4717 PLANO PARKWAY,CARROLLTON,TX,75010
MERCH,MERCHANT FACTORS CORP,MERCHANTFACTORSCORP,,,FEDGROUND,,,Y,800 S. FIGUEROA ST,LOS ANGELES,CA,90017
MERCHANT,FACTORS CORP,FACTORSCORP,,,FEDGROUND,,,Y,800 S. FIGUEROA ST,LOS ANGELES,CA,90017
MERCY,MERCY HOSPITAL GIFT SHOP,MERCYHOSPITALGIFTSHOP,30,NET 30,,,,N,615S. NEW BALLAS,ST. LOUIS,MO,63141
MERLENES,MERLENES PAST PRESENTS,MERLENESPASTPRESENTS,CC,CREDIT CARD,,,,N,251 AVENUE U,BROOKLYN,NY,11232
MESALVEINC,ME SALVE INC,MESALVEINC,6C,CIT NET 60,CUSTOMERPU,,,Y,517 CARR 5,CATANO,PR,00962
METRO,METRO BUYING GROUP/CW PRICE,METROBUYINGGROUPCWPRICE,C6,CIT NET 60,,,,N,39 WEST 37TH STREET 3RD FLOOR,NEW YORK,NY,10018
METROWHOLE,METRO WHOLESALE,METROWHOLESALE,CC,CREDIT CARD,,,,N,18234 JAMES COUZENS,DETROIT,MI,48235
MIALANO,MIALNO,MIALNO,CO,C.O.D.,,,,N,2383 VIA SEGUNDO SPACE S-4,SAN YSIDRO,CA,92173
MIAMITREND,MIAMI TREANDS,MIAMITREANDS,CC,CREDIT CARD,,,,N,327 LONDGVIEW PT.,HOT SPRINGS,AR,71913
MICHAEL,MICHAEL FABIAN DBA NATHAN SHOES,MICHAELFABIANDBANATHANSHOES,30,NET 30,,,,N,205 PRESTON STREET,LOUISVILLE,KY,40202
MICHAELS,MICHAELS,MICHAELS,,,FEDGROUND,,,N,,,,
MICHELLESF,MICHELLE S FRANKLIN,MICHELLESFRANKLIN,CC,CREDIT CARD,,,,Y,120 EINSTEIN LOOP 8-D,BRONX,NY,10475
MICHIGAN,MICHIGAN EXPO WOHLESALE,MICHIGANEXPOWOHLESALE,CO,C.O.D.,,,,N,21760 COOLIGE HWY,OKA PARK,MI,48237
MICHIGANTY,MICHIGAN THYME LTD.,MICHIGANTHYMELTD,30,NET 30,,,,N,107 N. WHITTAKER ST.,NEW BUFFALO,MI,49117
MILEAGECLU,MILEAGE CLUB WEAR AND MUSIC,MILEAGECLUBWEARANDMUSIC,CC,CREDIT CARD,,,,N,951 GARNET AVENUE,SAN DEIGIO,CA,92109
MILLENNIUM,MILLENNIUM ACCESSORIES,MILLENNIUMACCESSORIES,CC,CREDIT CARD,,,,N,9883 N. LOY CHAPEL ROAD,EFFINGHAM,IL,62401
MILLI,MILLI CORPORATION DBA TREASURE CHEST,MILLICORPORATIONDBATREASURECHEST,CC,CREDIT CARD,,,,N,3800 COUNTRY LIGHT STREET,LAS VEGAS,NV,89129
MINCORP,MIN CORP.,MINCORP,CC,CREDIT CARD,FEDEX,,,N,25 MEANDER LANE,LEVITTOWN,NY,11756
MINIATURA,MINIATURA PTY,MINIATURAPTY,CC,CREDIT CARD,,,,Y,CALLE 66 Y AVE. 3B SUR,PANAMA PANAMA,XX,XXXXXX
MINIMAX1,MINI-MAX 1,MINIMAX1,C3,CIT NET 30,,,,N,437 KNICKERBOCKER AVENUE,BROOKLYN,NY,11237
MINIMAX2,MINI-MAX #2,MINIMAX2,C3,CIT NET 30,,,,N,4912 5TH AVENUE,BROOKLYN,NY,11220
MINIMAX3,MINI-MAX #3,MINIMAX3,C3,CIT NET 30,,,,N,4708 5TH AVENUE,BROOKLYN,NY,11220
MIRE,MIRE TE PONE LA MODA (MIRNA COLORADO),MIRETEPONELAMODAMIRNACOLORADO,CC,CREDIT CARD,,,,N,XXXXXXXX,XXXXXX,XX,XXXXX
MIRIAM,MIRIAM RIVADENEYRA DE KELLY,MIRIAMRIVADENEYRADEKELLY,,,,,,N,,NEW YORK,NY,10019
MISSION,MISSION DISCOUNT CLUB,MISSIONDISCOUNTCLUB,CC,CREDIT CARD,,,,N,2437 MISSION STREET,SAN FRANCISCO,CA,94110
MK,MK,MK,CC,CREDIT CARD,,,,N,1186 BROADWAY,NEW YORK,NY,10001
MLSPORTINC,M L SPORT INC.,MLSPORTINC,30,NET 30,,,,N,3526 GRATE STREET,DENVER,CO,80207
MMAINTERNA,MMA INTERNATIONAL INC.,MMAINTERNATIONALINC,30,NET 30,,,,N,1114 LOST CREEK BLVD SUITE 250,AUSTIN,TX,78746
MNZ,MNZ,MNZ,,,,,,N,1147-D LARRY MAHAN,EL PASO,TX,79925
MOBIMAX,MOBI MAX CORP,MOBIMAXCORP,C3,CIT NET 30,,,,Y,11098 BISCAYNE BLVD,MIAMI,FL,33161
MOBSTUB,MOBSTUB,MOBSTUB,,,,,,N,495 EMPIRE BOULEVARD,BROOKLYN,NY,11225
MODABLU,MODA BLU,MODABLU,CO,C.O.D.,,,,N,HAITHAM KHATIB CALLE BETANCES #51,VEGA BAJA,PR,00693
MODERNA,PORTLAND MDSE. CORP.,PORTLANDMDSECORP,,,,,,N,350 WEST 31ST STREET,NEW YORK,NY,10001
MODERNSTAT,MODERN STATE,MODERNSTATE,,,,,,Y,231 HERBERT AVE BLDING #3,CLOSTER,NJ,07624
MODES,MODES,MODES,30,NET 30,,,,N,2629 STEMMON FREEWAY SUITE #230,DALLAS,TX,5207
MODEX,MODEX ENTERPRISES INC.,MODEXENTERPRISESINC,C6,CIT NET 60,CUSTOMERPU,,,Y,550 11TH STREET - SUITE 102,MIAMI BEACH,FL,33139
MOELEVY,MOE LEVY,MOELEVY,30,NET 30,,,,N,1103 LADY STREET,COLUMBA,SC,29201
MOMENTUM,MOMENTUM,MOMENTUM,CC,CREDIT CARD,,,,N,11444 W. WASHINGTON BLVD #119,LOS ANGELES,CA,90066
MONACORP,MONA CORP.,MONACORP,30,NET 30,,,,N,1211 BROADWAY,NEW YORK,NY,10001
MONALISA,MONA LISA,MONALISA,CO,C.O.D.,,,,N,57-46 MYRTLE AVENUE,RIDGEWOOD,NY,11385
MONI,MONI HALABI,MONIHALABI,,,,,,N,1407 BROADWAY,NEW YORK,NY,10018
MONIQUE,MONTIQUE FASHION ACC.,MONTIQUEFASHIONACC,CO,C.O.D.,,,,N,WEST VALLEY MALL 3200 N.,TRACY,CA,95304
MOORES,MOORES TOTAL ELEGANCE,MOORESTOTALELEGANCE,CC,CREDIT CARD,,,,N,8151 HELEN LANE,STOCKTON,CA,95304
MORDIFAKS,MORDI FAKS,MORDIFAKS,,,,,,N,000 ABC,ABC,NY,000000
MORGIE,MORGIES,MORGIES,30,NET 30,,,,N,508 NORTH MAIN,ST. CHARLES,MO,63301
MOSHAMS,MOSHAMS,MOSHAMS,30,NET 30,,,,N,NEW KINGSTON SHOPPING CENTRE UPPER,KINGSTON,XX,XXXXX
MOSHOES,MO SHOES ACCESSORIES,MOSHOESACCESSORIES,CO,C.O.D.,,,,N,5971 UNVERSITY AVENUE SUITE 311,SAN DEIGO,CA,92115
MOSTFAMO,MOST FAMOUS CLOTHING,MOSTFAMOUSCLOTHING,30,NET 30,FEDGROUND,,,Y,1741 WEST 1ST STREET,BROOKLYN,NY,11223
MRALANS,MR. ALANS,MRALANS,C3,CIT NET 30,UPSC,,,N,SHOES & SPORTWEAR,REDFORD,MI,48239
MRBILL,MR. BILL JEWLRY,MRBILLJEWLRY,CO,C.O.D.,,,,N,4508 MONTGOMERY RD,NORWOOD,OH,45212
MRDOLLAR,MR. DOLLAR DISCOUNT STORE,MRDOLLARDISCOUNTSTORE,CC,CREDIT CARD,,,,N,# 37 SUNNY ISLES SHOPPING CENTER,ST. CROIX,US,00823
MRMAC,MR. MAC LTD.,MRMACLTD,30,NET 30,,,,N,1210 MARTIN LUTHER KING JR. WAY,TACOMA,WA,98405
MSASHLEY,MS. ASHLEY ACESS.,MSASHLEYACESS,CC,CREDIT CARD,,,,N,9900 PFLUMMM #13,LENEXA,KS,66215
MSBARGAIN,M&S BARGAIN HUNTERS INC,MSBARGAINHUNTERSINC,C3,CIT NET 30,,,,N,1605 AVENUE M,BROOKLYN,NY,11230
MSC,MSC CRUISES SA,MSCCRUISESSA,X6,CIT ROG NET 60,ROUTING,,,Y,AVENUE EUGENE-PITTARD 40,GENEVA,CH,1206
MSLONNIE,CONVERSATION PIECES,CONVERSATIONPIECES,CO,C.O.D.,,,,N,209 VALLEJO AVE.,LAS VEGAS,NV,89110
MSTRADING,MS TRADING,MSTRADING,15,NET 15 DAYS,,,,Y,1236 EAST 32ND STREET,BROOKLYN,NY,11210
MUCKA,MUCKA-MUCKS,MUCKAMUCKS,30,NET 30,,,,N,P.O. BOX SS-19099,NAUSSAU,XX,XXXXX
MYHABIT,MYHABIT,MYHABIT,,,,,,N,AMAZON.COM.KYDC LLC,SEATTLE,WA,981080387
MYSALE,OZ SALE PTY LIMITED,OZSALEPTYLIMITED,,,FEDGROUND,,,Y,UNIT 5/111 OLD PITTWATER ROAD,ABN 11 118 610 987,XX,XXXX
MYTOTAL,MY TOTAL FASHION,MYTOTALFASHION,CC,CREDIT CARD,FEDGROUND,,,Y,23401 PARK SORRENTO,CALABASAS,CA,91302
MYWIRELESS,MY WIRELESS DEAL JOE,MYWIRELESSDEALJOE,30,NET 30,,,,N,2845 86TH STREET,BROOKLYN,NY,11223
MZBERGER,MZ BERGER,MZBERGER,C3,CIT NET 30,,,,N,29-76 NORTHERN BOULEVARD,LONG ISLAND CITY,NY,11101
NADIST,NATIONAL DISTRIBUTORS - $US,NATIONALDISTRIBUTORSUS,,,,,,N,PO BOX 34153,SEATTLE,WA,981241153
NANAMACS,NANAMACS BOUTIQUE LLC,NANAMACSBOUTIQUELLC,PP,PREPAY,ROUTING,,,Y,4415 W HARGRAVE AVE,"POST FALLS,",ID,83854
NANITA,NANITA,NANITA,30,NET 30,,,,N,1220 BROAD,ST. PROVIDENCE,RI,02905
NATASHA,NATASHA,NATASHA,CO,C.O.D.,,,,N,401 EAST 11 ST. #106,LA,CA,90015
NATHAN,NATHAN N. REISS,NATHANNREISS,,,,,,N,163 COLONIAL DRIVE,LAKEWOOD,NJ,08701
NATHANSHOE,NATHAN SHOES,NATHANSHOES,C3,CIT NET 30,,,,N,205 SOUTH PRESTON ST,LOUISVILLE,KY,40202
NATIONAL,NATIONAL STORES,NATIONALSTORES,B6,CIT 60,NACHO,,,Y,15001 S FIGUEROA ST,GARDENA,CA,90248
NATIONALWH,NSC WHOLESALE HOLDINGS,NSCWHOLESALEHOLDINGS,C6,CIT NET 60,ROUTING,,,Y,111 HEMPSTEAD TPKE,WEST HEMPSTEAD,NY,11552
NATIONWIDE,NATIONWIDE INDUSTRIAL SUPPLIER,NATIONWIDEINDUSTRIALSUPPLIER,WR,WIRE,,,,Y,10 PARK PLACE,BUTLER,NJ,07405
NAVY100,NAVY EXCHANGE 100 001 NAVY EXCHANGE,NAVYEXCHANGE100001NAVYEXCHANGE,C3,CIT NET 30,,,,N,530 INDEPENDENCE PARKWAY SUITE 500,CHESAPEAKE,VA,23320
NAVY110,NAVY EXCHANGE110,NAVYEXCHANGE110,30,NET 30,,,,N,001 EXCHANGE SERVICE COMM 530,CHESAPEAKE,VA,23320
NAVY16,NAVY EXCHANGE16,NAVYEXCHANGE16,30,NET 30,,,,N,001 NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY164,NAVY EXCHANGE 164,NAVYEXCHANGE164,30,NET 30,,,,N,001 NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY169,NAVY EXCHANGE 169,NAVYEXCHANGE169,30,NET 30,,,,N,001 NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY183,NAVY EXCHANGE 183,NAVYEXCHANGE183,30,NET 30,,,,N,001 NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY191,NAVY EXCHANGE 191 194,NAVYEXCHANGE191194,30,NET 30,,,,N,001 NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY221,NAVY EXCHANGE221,NAVYEXCHANGE221,30,NET 30,,,,N,001 NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY227,NAVY EXCHANGE 227,NAVYEXCHANGE227,30,NET 30,,,,N,001 NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY236,NAVY EXCHANGE 236,NAVYEXCHANGE236,30,NET 30,,,,N,001 NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY261,261 NAVY EXCHANGE,261NAVYEXCHANGE,30,NET 30,,,,N,001 NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY263,NAVY EXCHANGE 263,NAVYEXCHANGE263,C3,CIT NET 30,,,,N,001 NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY265,265 NAVY EXCHANGE,265NAVYEXCHANGE,30,NET 30,,,,N,001NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY274,NAVY EXCHANGE 274,NAVYEXCHANGE274,30,NET 30,,,,N,001 NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY28,NAVY EXCHANGE 28,NAVYEXCHANGE28,30,NET 30,,,,N,001 NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY292,NAVY EXCHANGE 292,NAVYEXCHANGE292,30,NET 30,,,,N,995 NEXCOM WEST COAST PO BOX 368150,SAN DEIGO,CA,92136
NAVY293,NAVY EXCHANGE293,NAVYEXCHANGE293,30,NET 30,,,,N,995 NEXCOM WEST COAST PO BOX,SAN DEIGO,CA,92136
NAVY301,NAVY EXCHANGE 301,NAVYEXCHANGE301,30,NET 30,,,,N,301&305 995 NEXCOM WEST COAST PO,SAN DEIGO,CA,92136
NAVY335,NAVY EXCHANGE 335,NAVYEXCHANGE335,30,NET 30,,,,N,995 NEXCOM WEST COAST PO BOX 368150,SAN DEIGO,CA,92136
NAVY34,NAVY EXCHANGE 34,NAVYEXCHANGE34,C3,CIT NET 30,,,,N,001 NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY366,NAVY EXCHANGE 366,NAVYEXCHANGE366,C3,CIT NET 30,,,,N,995 NEXCOM WEST COAST PO BOX,SAN DEIGO,CA,92136
NAVY370,NAVY EXCHANGE370,NAVYEXCHANGE370,30,NET 30,,,,N,995 NEXCOM WEST COAST PO BOX,SAN DEIGO,CA,92136
NAVY393,NAVY EXCHANGE 393,NAVYEXCHANGE393,30,NET 30,,,,N,NEXCOM WEST COAST PO,SAN DEIGO,CA,92136
NAVY407,NAVY EXCHANGE 407,NAVYEXCHANGE407,C3,CIT NET 30,,,,N,995 NEXCOM WEST COAST PO BOX,SAN DEIGO,CA,92136
NAVY409,NAVY EXCHANGE 409,NAVYEXCHANGE409,C3,CIT NET 30,,,,N,995 NEXCOM WEST COAST PO BOX,SAN DEIGO,CA,92136
NAVY47,NAVY EXCHANGE #47 SERVICE COM,NAVYEXCHANGE47SERVICECOM,30,NET 30,,,,N,530 INDERPENDENCE PARKWAY SUITE 500,CHESAPEAKE,VA,23320
NAVY63,NAVY EXCHANGE,NAVYEXCHANGE,30,NET 30,,,,N,530 INDEPENDENCE PARKWAY SUITE500,CHESAPEAKE,VA,23320
NAVY650,001NAVY EXCHANGE SERVICE COMM,001NAVYEXCHANGESERVICECOMM,30,NET 30,,,,N,530 INDEPENDECE PARKWAY500,CHESAPEAKE,VA,23320
NAVY67,001NAVY EXCHANGE SERVICE COMM,001NAVYEXCHANGESERVICECOMM,30,NET 30,,,,N,530 INDEPENDENCE PARKWAY SUITE500,CHESAPAKE,VA,23320
NAVY85,NAVY EXCHANGE 85,NAVYEXCHANGE85,30,NET 30,,,,N,001NAVY EXCHANGE SERVICE COMM,CHESAPEAKE,VA,23320
NAVY93,NAVY EXCHANGE 93,NAVYEXCHANGE93,30,NET 30,,,,N,001 NAVY EXCHANGE COMM,CHESAPEAKE,VA,23320
NAVY994,NAVY EXCHANGE,NAVYEXCHANGE,30,NET 30,,,,N,995 NEXCOM WEST COAST PO BOX,SAN DEIGO,CA,92136
NAVY998,NAVY EXCHANGE NEXCOMM,NAVYEXCHANGENEXCOMM,30,NET 30,,,,N,WEST COAST PO BOX 368150,SAN DEIGO,CA,92136
NAVY999,NAVY EXCHANGE 999,NAVYEXCHANGE999,30,NET 30,,,,N,NEXCOM WEST COAST PO BOX 368150,SAN DEGIO,CA,92136
NAVYEXCHA,NAVY EXCHANGE,NAVYEXCHANGE,C3,CIT NET 30,,,,N,SERVICE COMM 530 INDEPENDENCE,CHESAPEAKE,VA,23320
NAVYEXCHAN,NAVY EXCHANGE NEXCOM,NAVYEXCHANGENEXCOM,C3,CIT NET 30,FEDEXGROUN,,,Y,WEST COAST P.O. BOX 368150,SAN DEIGO,CA,92136-5890
NAVYWEST,NEXCOM WEST COAST,NEXCOMWESTCOAST,C3,CIT NET 30,,,,N,PO BOX 368150,SAN DIEGO,CA,921368150
NDAO,NDAO ENTERPRISES,NDAOENTERPRISES,WR,WIRE,PREPAID,,,Y,705 SACKETT STREET SUITE 3,BROOKLYN,NY,11217
NDN,"NDN PROMOTIONS, INC",NDNPROMOTIONSINC,30,NET 30,,,,Y,3921 SW 47TH AVE,DAVIE,FL,33314
NEATSTUFF,NEAT STUFF,NEATSTUFF,CC,CREDIT CARD,,,,N,PEN CENTER 221 GLENDALE AVENUE,ST. CATHARINES,ON,L2T2KG
NEDAINC,NEDA INC.,NEDAINC,30,NET 30,,,,N,1208 S. SANTEE STREET,LOS ANGELES,CA,90015
NEGRONNOVE,NEGRON NOVELTIES/NEWPORT EXPRESS,NEGRONNOVELTIESNEWPORTEXPRESS,,,,,,N,1201 BROADWAY SUITE 310,NEW YORK,NY,10001
NEIMAN,NEIMAN MARCUS GROUP ECOM,NEIMANMARCUSGROUPECOM,C3,CIT NET 30,,,,Y,5950 COLWELL BLVD,IRVING,TX,75039
NEWAGE,NEW AGE OUTLET,NEWAGEOUTLET,CO,C.O.D.,,,,N,6701 HARWIN DRIVE SUITE 103,HOUSTON,TX,77036
NEWBERTS,NEW BERTS,NEWBERTS,CC,CREDIT CARD,,,,N,3727 CLARKSVILLE HIGHWAY,BORDEAUX,TN,37218
NEWCONCEPT,NEW CONCEPT TRADE INC.,NEWCONCEPTTRADEINC,CO,C.O.D.,,,,N,6810 HARWIN DR.,HOUSTON,TX,77036
NEWEGG,NEWEGGDOTCOM,NEWEGGDOTCOM,15,NET 15 DAYS,,,,Y,17560 ROWLAND STREET,CITY OF INDUSTRY,CA,91745
NEWMIAMI,NEW MAIMI IMPORT AND EXPORT,NEWMAIMIIMPORTANDEXPORT,CO,C.O.D.,,,,N,1916 NW. 20TH STREET,MIAMI,FL,33142
NEWPORT,NEWPORT,NEWPORT,,,,,,N,1201 BROADWAY 3RD FL.#309,NEW YORK,NY,10001
NEWYORK,NEW YORK COLLECTION,NEWYORKCOLLECTION,30,NET 30,,,,N,501 S.PLANO ROAD SUITE 845,RICHARDSON,TX,75081
NEWYORKTIM,NEW YORK TIME PLACE,NEWYORKTIMEPLACE,CC,CREDIT CARD,,,,N,1173 BROADWAY BET.27TH&28TH,NEW YORK,NY,10001
NEXTFASHIO,NEXT FASHION JEWRLY,NEXTFASHIONJEWRLY,30,NET 30,,,,N,777 N.W. 72 ND AVENUE,MIAMI,FL,33126
NHPHANSE,NHP HANSE DISTRIBUTION GMBH,NHPHANSEDISTRIBUTIONGMBH,6C,CIT NET 60,,,,Y,KÜHNEHÖFE 1,HAMBURG,DE,22761
NIKE,NIKE,NIKE,30,NET 30,,,,N,3580 NEWPORT,DENVER,CO,80207
NINA,"NINA MCLEMORE, INC.",NINAMCLEMOREINC,WR,WIRE,,,,Y,135 E 55TH STREET,NEW YORK,NY,10022
NOBEDADES,NOBEDADES TITOS,NOBEDADESTITOS,CC,CREDIT CARD,,,,N,A OBREGON 539 S.L. CP 44400,GUADALAJARA,XX,JAL
NONFOODS,NON-FOODS MARKETING INC.,NONFOODSMARKETINGINC,,,,,,N,U.S. CENTRAL BILL,HICKSVILLE,NY,11802
NOON,NOON AD HOLDINGS,NOONADHOLDINGS,60,NET 60,,,,Y,P.O.BOX 126251,BOULEVARD PLAZA,DB,DUBAI
NORDECOM,NORDSTROM ECOM,NORDSTROMECOM,45,NET 45,UPS,,,Y,"1600 SEVENTH AVENUE, SUITE 2600",SEATTLE,WA,98101
NORDSCANAD,NORDSTROM CANADA,NORDSTROMCANADA,C4,CIT NET 45,,,,Y,"1600 SEVENTH AVENUE, SUITE 2600",SEATTLE,WA,98101
NORDSTR222,NORDSTROM STORE #222,NORDSTROMSTORE222,30,NET 30,,,,N,DC299 MIDWEST DC 5050 CHAVENELLE,DUBAQUE,IA,52001
NORDSTR520,NORDSTROM #520,NORDSTROM520,30,NET 30,,,,N,COLLING CENTER 839 COMMERCE,UPPER MARLBORO,MD,20772
NORDSTR768,NORDSTROM STORE #768,NORDSTROMSTORE768,30,NET 30,,,,N,DC 799 FLORIDA DC 5497 NE,GAINESVILLE,FL,32609
NORDSTROM,NORDSTROM RACK,NORDSTROMRACK,C4,CIT NET 45,UPS,,,Y,NEW YORK,NEW YORK,NY,10018
NORDSTROM2,NORDSTROM STORE #20,NORDSTROMSTORE20,30,NET 30,,,,N,DC89 PORTLAND DC. 5703 N.,PORTLAND,OR,97203
